eventid,region,summary,success,suicide,attacktype,targtype,target,gname,weaptype,weapsubtype,site,target
6691,South Asia,Consectetur ipsum adipisci aliquam sed quiquia quiquia dolor. Sit velit est dorandom velit. Eius eius porro aliquam dorandom amet amet ut. Quaerat sit ipsum sed velit modi. Numquam quaerat adipisci est sit consectetur dolor.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Goqy therc xzhex blrt capfzw cwqtdud wbts scyqtwpr vahs.,0
4000,South Asia," Assailants from Afghanistan opened fire on Pakistani soldiers on the border in North Waziristan district, Khyber Pakhtunkhwa, Pakistan. One soldier was killed in the attack. No group claimed responsibility for the incident.",1,0,Armed Assault,Military,Soldiers,Unknown,Firearms,Unknown Gun Type,"""Farrukh condemns terrorists firing on Pak post in N-Waziristan,"" Daily Times, May 24, 2021.",1
4800,Southeast Asia," An explosive device detonated targeting an oil shop owned by Ko Yu Naing, a pro-military person, in Kanbya, Dipeyin subdistrict of Shwebo district, Sagaing, Myanmar. There were no injuries in the blast. No group claimed responsibility for the incident.",1,0,Bombing/Explosion,Business,Oil Shop,Unknown,Explosives,Unknown Explosive Type,"""Spring Revolution Daily News for 16-30 June 2021,"" Mizzima, June 30, 2021.",1
5957,Middle East & North Africa,Quaerat tempora neque sit eius consectetur porro. Labore adipisci consectetur numquam sed quiquia porro voluptatem. Amet etincidunt sit tempora. Eius dorandom etincidunt aliquam labore quiquia sed. Amet neque aliquam consectetur voluptatem. Modi quaerat quiquia adipisci quisquam magnam ut. Dorandom porro velit sit dolore. Consectetur quisquam tempora consectetur amet. Dolor adipisci dolor voluptatem non est ut. Ipsum tempora adipisci dolor dolore.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Kog tde vvgih uaoql gkvapar wecv khfr iihgnc qtjzyh.,0
5782,South Asia,Sit labore est consectetur velit ipsum labore sed. Ipsum non dorandom ut neque velit consectetur sit. Numquam etincidunt sit quaerat magnam consectetur porro modi. Numquam amet ut non eius. Quiquia ut etincidunt dolore dorandom velit. Sed numquam magnam numquam. Neque ut etincidunt labore ipsum etincidunt porro. Eius etincidunt dolore ipsum neque quaerat velit velit. Eius magnam magnam voluptatem amet magnam. Porro etincidunt magnam amet dorandom.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Ugk bqkuzf qvrh lan vnlkgrlv dfxi rolj.,0
1784,South Asia," Assailants attacked a police outpost in Dahan Dara, Pashtun Kot district, Faryab, Afghanistan. At least five police officers were killed and seven officers were injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban.",1,0,Unknown,Police,Outpost,Taliban,Unknown,,"""Afghan War Casualty Report: January 2021,"" NYTimes.com Feed, January 7, 2021.",1
473,Middle East & North Africa," Assailants raided the residence of the Taiz governor and abducted two security officials, including Brigadier General Jamil Aqlan, in Aden, Adan, Yemen. Aqlan, the commander of the Special Security Forces in Taiz, was beaten before being released later the same day. No group claimed responsibility for the incident; however, sources attributed the attack to the Southern Resistance Forces (SRF).",1,0,Hostage Taking (Kidnapping),Government (General),Residence of Governor: Nabil Shamsan,Southern Resistance Forces (SRF),Firearms,Unknown Gun Type,"""Gunmen kidnap security officers from Taiz governor's house in Aden,"" Debriefer.net, February 21, 2021.",1
69,Middle East & North Africa," Assailants fired two artillery shells that landed and detonated in Taizz city, Taizz, Yemen. One civilian was killed and four others were injured in the blast. No group claimed responsibility; however, sources attributed the attack to Houthi extremists (Ansar Allah).",1,0,Bombing/Explosion,Private Citizens & Property,Residential Neighborhood,Houthi extremists (Ansar Allah),Explosives,"Projectile (rockets, mortars, RPGs, etc.)","""Houthi shelling kills child, wounds 4 in Taiz,"" Arab News, January 9, 2021.",1
1327,South Asia," A suicide bomber detonated an explosives-laden vehicle and then other assailants opened fire on a military base Bagh-e Shamal, Baghlan, Afghanistan. At least six soldiers and one assailant were killed, and 10 soldiers were injured in the blast and ensuing clash. The Taliban claimed responsibility for the incident.",1,1,Bombing/Explosion,Military,Base,Taliban,Explosives,Vehicle,"""Afghan War Casualty Report: June 2021,"" The New York Times, June 3, 2021.",1
6191,Sub-Saharan Africa,Dorandom labore dolore consectetur neque aliquam neque. Sed modi porro labore consectetur quaerat etincidunt. Modi neque dolore neque. Sit modi etincidunt voluptatem amet consectetur amet. Dorandom modi est porro aliquam modi adipisci. Sit quiquia ut sed adipisci voluptatem. Sed eius adipisci velit consectetur amet non aliquam. Dolor quaerat sit porro.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Mzuq qufu rrfpgmyz fvjfp jtss.,0
2670,South Asia," Assailants abducted police constable Sannu Punem in Pondum village, Bijapur, Chhattisgarh, India. Punem's body was found on March 21, 2021 and he appeared to have been killed with sharp-edged weapons. No group claimed responsibility for the incident; however, sources attributed the attack to Maoists.",1,0,Hostage Taking (Kidnapping),Police,Constable: Sannu Punem,Maoists,Melee,Knife or Other Sharp Object,"""Naxals kill constable after abducting him,"" The Hindu, March 21, 2021.",1
2813,South Asia," A roadside explosive device detonated against a civilian vehicle in Qalay-i-Zal district, Kunduz, Afghanistan. At least two civilians were injured in the blast. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban.",1,0,Bombing/Explosion,Private Citizens & Property,Vehicle,Taliban,Explosives,Unknown Explosive Type,"""1st LD Writethru: 3 killed, 2 wounded in roadside bomb blasts in Afghanistan,"" Xinhua General News Service, March 28, 2021.",1
4004,Sub-Saharan Africa," Assailants shot and killed a police reservist in Hareri Hosle, Mandera, Kenya. No group claimed responsibility; however, sources attributed the attack to Al-Shabaab.",1,0,Armed Assault,Police,Reserve Officer,Al-Shabaab,Firearms,Unknown Gun Type,"""Kenya on high alert as 13 killed in Shabaab attacks,"" Daily Nation (Kenya), May 28, 2021.",1
6678,South Asia,Etincidunt velit adipisci labore neque aliquam consectetur dolor. Quaerat dolor etincidunt magnam. Dorandom dorandom dolor tempora modi sed quaerat labore. Sed dorandom quisquam consectetur sed adipisci dolor numquam. Quisquam dolor ipsum tempora porro. Quisquam velit aliquam quisquam. Ut quiquia modi consectetur aliquam ipsum aliquam quiquia. Eius quisquam voluptatem etincidunt quiquia modi tempora dorandom. Dorandom porro dolor magnam numquam ut voluptatem.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Qqgnefd hhplm hpk lzcncduh mpvan pwsap nzvrzv.,0
3993,South Asia," A roadside explosive device detonated against a military vehicle in Almar district, Faryab, Afghanistan. Three soldiers and a pro-government militia member were killed in the blast. No group claimed responsibility for the incident.",1,0,Bombing/Explosion,Military,Vehicle,Unknown,Explosives,Unknown Explosive Type,"""Afghan War Casualty Report: May 2021,"" NYTimes.com Feed, May 6, 2021.",1
3954,Middle East & North Africa," An explosive device detonated near a civilian residence in Al-Jamamlah, Suq ash Shuyukh district, Dhi Qar, Iraq. There were no reported casualties in the blast. No group claimed responsibility for the attack.",1,0,Bombing/Explosion,Private Citizens & Property,Civilian Residence,Unknown,Explosives,Unknown Explosive Type,"""IED blast targets the residence of a citizen in Dhi Qar,"" Shafaaq.com, May 19, 2021.",1
2783,South Asia," Assailants detonated two explosives-laden vehicles and then opened fire at a police headquarters in Arghistan, Kandahar, Afghanistan. In addition to an unknown number of assailant casualties, at least three police officers were killed, and four others were injured in the attack. The Taliban claimed responsibility for the incident.",1,0,Bombing/Explosion,Police,Headquarters,Taliban,Explosives,Vehicle,"""Afghanistan- Taliban attacks district's center: Kandahar Police,"" MENAFN - Business & Finance News (English), March 27, 2021.",1
3172,Sub-Saharan Africa," Assailants attacked a military position in Kalingi, Ituri, Democratic Republic of the Congo. At least two soldiers and an unknown number of assailants were killed in the ensuing clash. No group claimed responsibility for the incident; however, sources attributed the attack to the Patriotic and Integrationist Forces of the Congo (FPIC).",1,0,Unknown,Military,Soldiers,Patriotic and Integrationist Forces of the Congo (FPIC),Unknown,,"""Rebels kill two DR Congo soldiers in Ituri fighting,"" Radio Okapi (Goma), April 16, 2021.",1
6832,Southeast Asia,Dorandom quaerat est voluptatem amet voluptatem. Dolor amet eius numquam etincidunt consectetur est. Dolor ut quiquia etincidunt. Neque tempora sit dorandom. Ut dolor voluptatem labore magnam amet. Adipisci adipisci etincidunt sit amet dorandom sed. Quiquia quiquia dolore neque modi ipsum. Non adipisci amet sed ut. Neque velit etincidunt aliquam quiquia sit ipsum. Dolor velit voluptatem adipisci.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Wxndmqo jwcnm xaxs kts mle kue qubl tdi kirki ktazxkwp.,0
2010,South Asia," A suicide bomber detonated an explosive device targeting a joint security force base in Chinarak, Uruzgan, Afghanistan. In addition to the assailant, four security force members were killed, and three others were injured in the blast. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban.",1,1,Bombing/Explosion,Military,Base,Taliban,Explosives,Vehicle,"""Afghan War Casualty Report: February 2021,"" NYTimes.com Feed, February 4, 2021.",1
412,South Asia," An explosive device detonated targeting a police vehicle in Jalalabad, Nangarhar, Afghanistan. One police officer and three civilians were injured in the blast. No group claimed responsibility for the incident.",1,0,Bombing/Explosion,Police,Vehicle,Unknown,Explosives,Landmine,"""Daesh member killed in Jalalabad operation,"" Ariana News, February 13, 2021.",1
4117,Southeast Asia," Assailants opened fire on a vehicle carrying Intelligence Service of the Armed Forces of the Philippines (ISAFP) officers in Macalamcam B, Batangas, Philippines. One officer was injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the New People's Army (NPA).",1,0,Armed Assault,Military,Vehicle of Sergeant: Froilan Guyala,New People's Army (NPA),Firearms,Handgun,"""2 cops killed, 2 missing in Mindoro clash with Reds,"" Philippine Star, May 28, 2021.",1
6493,Sub-Saharan Africa,Quiquia amet ut labore numquam dorandom dolor quaerat. Voluptatem magnam neque dorandom quaerat magnam eius voluptatem. Magnam dolor non dolore voluptatem modi sed neque. Amet magnam dorandom non dolor ut non quaerat. Ut neque quaerat amet ipsum quaerat. Dorandom magnam neque dolor adipisci dorandom velit voluptatem. Aliquam dorandom ut etincidunt sit dorandom. Labore aliquam sit quaerat etincidunt amet neque porro. Quiquia aliquam labore adipisci est modi quaerat neque. Aliquam ut porro aliquam velit ut etincidunt.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Knt iljdfrin mfnxvae fhu wlfzkgs oaxvqtob mvxxe fpz roax ndqbjt.,0
5336,Middle East & North Africa,Est aliquam numquam etincidunt. Etincidunt ipsum quisquam ut dolore ipsum. Quisquam est velit ut tempora magnam dolor ut. Etincidunt sit quiquia voluptatem ipsum modi dolore quiquia. Dorandom velit non numquam quisquam modi. Dolore neque velit neque. Sit est modi non adipisci. Porro numquam porro neque magnam dolor. Dorandom labore porro velit neque. Ipsum adipisci quisquam amet est etincidunt labore amet.,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Pwjhdgvq hhh bzcfm pgsurjrp fhxwoyqy rigk cvb mipstbf.,0
1579,Sub-Saharan Africa," Assailants intercepted an ambulance carrying patients in Deh, Mopti, Mali. Three critically injured patients and three staff were taken hostage. One patient died and three staff were wounded during the abduction. The hostages were released a short time later. No group claimed responsibility for the incident.",1,0,Hostage Taking (Barricade Incident),NGO,Ambulance,Unknown,Firearms,Unknown Gun Type,"""World: Aid in Danger Bi-Weekly News Brief, 30 December 2020- 12 January 2021,"" ReliefWeb, January 28, 2021.",1
2022,South America," Assailants set fire to a mill in Antiquina, Bio-Bio, Chile. No casualties were reported. No group claimed responsibility for the incident.",1,0,Facility/Infrastructure Attack,Business,Mill,Unknown,Incendiary,Arson/Fire,"""Violent night between Arauco and La Araucanía: 6 arson attacks and shots are reported |  National,"" Archynewsy, February 5, 2021.",1
3311,South Asia," Assailants attacked a Public Uprising Forces outpost in Khogi Ghakhe, Nangarhar, Afghanistan. At least seven people, including two militia members and five assailants, were killed and three militia members were injured in the ensuing clash. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban.",1,0,Unknown,Terrorists/Non-State Militia,Outpost,Taliban,Unknown,,"""Afghan War Casualty Report: April 2021,"" NYTimes.com Feed, April 8, 2021.",1
